|joey|rachel|monica|phoebe|chandler|ross|other
concrete|1|0|1|0|0|0|0
braces|0|1|0|0|1|1|0
puzzler|0|1|0|0|0|0|0
genitals|0|1|0|0|0|0|0
anyone’s|0|0|1|0|0|1|1
crawl|0|1|0|0|0|1|0
rocked|2|0|1|0|0|0|0
gloat|0|0|0|0|0|0|1
warrant|0|0|0|1|0|0|0
reattach|0|0|0|0|0|0|1
disconnect|0|0|0|0|0|0|1
reset|0|0|0|5|0|0|2
shimmy|1|0|0|0|0|0|0
rosita|2|4|0|0|1|0|0
equal|1|0|0|0|0|0|0
chichas|0|1|0|0|0|0|0
stranger’s|0|0|0|0|0|1|0
shrine|0|0|1|0|0|0|0
ropes|0|0|1|0|0|0|0
tanning|0|0|1|0|1|1|0
victoria’s|0|0|1|0|0|0|0
catalogues|0|0|1|0|0|0|0
barren|0|0|0|0|0|1|0
february|0|1|0|1|0|0|0
tippers|0|0|0|1|0|0|0
telemarketing|0|0|0|0|0|1|0
spank|0|0|0|2|0|1|0
toner|0|0|0|5|0|0|9
trial|0|0|0|0|0|0|1
supply|0|0|0|4|0|0|1
beer’s|0|0|0|0|1|0|0
asbestos|0|0|0|0|0|0|1
uncooked|0|0|0|0|0|1|0
batter|0|0|0|0|0|1|0
bulb|0|0|1|0|0|0|0
polisher|0|0|0|0|0|1|0
untouched|0|0|0|0|0|0|1
floods|0|0|0|0|0|0|1
francette|1|1|0|0|0|0|0
heeling|0|1|0|0|0|0|0
incinerator|1|0|0|0|0|0|0
wondrous|1|0|0|1|0|0|0
angel|2|2|0|0|0|1|0
believer|1|0|0|0|0|0|0
favored|0|0|0|0|0|0|1
unconsciously|0|0|0|0|0|0|1
marvel|0|0|1|0|0|1|1
speakers|0|2|0|0|0|0|0
headrest|0|1|0|0|0|0|0
flooded|0|0|0|0|0|0|1
guk|0|0|0|0|0|0|1
reclines|0|1|0|0|0|0|0
obsolete|0|0|0|0|2|0|0
purchased|0|1|0|0|0|0|0
cliner|0|1|0|0|0|0|0
3000|0|1|0|0|0|0|0
angels|0|1|0|1|0|0|0
devastating|1|0|0|0|0|0|0
chair’s|0|1|0|0|0|0|0
logic|0|1|0|0|1|1|0
cobras|0|1|0|0|0|0|0
pearl|0|0|0|1|1|0|0
philadelphia|0|0|0|0|0|0|1
rubbed|1|0|1|0|0|0|0
lounger’s|0|0|1|0|0|0|0
establish|0|0|0|0|0|0|1
downhill|0|0|0|0|1|0|1
guam|0|1|0|0|0|0|0
thirties|0|1|0|1|0|0|0
overreacting|1|1|0|1|0|0|0
thirtieth|0|0|1|3|1|0|0
who’ve|1|1|0|0|1|0|0
accomplished|0|1|1|0|0|0|1
mile|0|0|0|1|0|0|0
hippity|0|0|0|2|0|0|0
godsend|0|0|0|1|0|0|0
kreeger|0|1|0|0|0|0|0
enthusiast|0|0|0|0|0|1|0
horsepower|1|0|0|0|0|0|0
sonny|0|0|1|0|0|0|0
hurt’s|1|0|0|0|0|0|0
conceived|0|0|1|0|1|0|1
tuxedo|0|0|1|0|1|1|1
formal|0|0|0|0|1|0|0
wedged|1|0|2|0|0|0|0
haul|0|0|0|2|0|0|0
certificate|0|2|0|4|0|0|1
runaway|0|0|0|0|0|0|1
pins|0|1|2|0|1|0|1
phil’s|0|1|0|0|0|0|0
liven|0|0|0|0|0|1|0
scooter|0|1|0|0|0|0|0
35|0|3|0|0|0|1|0
34|0|1|0|0|1|0|0
prada|0|1|0|0|0|0|0
hoggin’|1|0|0|0|0|0|0
maaaaadd|0|0|0|0|0|1|0
plan’s|0|0|0|1|0|0|0
dongs|0|0|1|0|1|0|0
portuguese|2|0|0|1|1|0|0
sniper’s|0|0|0|1|0|0|0
teamwork|0|0|0|0|0|1|0
wishin’|0|1|0|0|0|0|0
woohoo|0|0|0|0|0|1|0
winking|0|0|0|0|1|0|0
dool|1|0|2|0|0|0|0
transplanted|1|0|0|0|0|0|0
transplant|2|0|0|0|0|2|1
cecilia|1|1|0|0|0|0|0
monroe|2|1|0|0|0|0|0
lockhart|2|1|0|0|0|0|0
slaps|0|0|1|0|0|0|0
knockers|0|0|1|1|0|0|0
fairy|1|2|0|0|0|0|0
cocky|0|0|1|1|0|0|0
tune|0|0|1|1|0|0|0
ratchet|0|0|0|1|0|0|0
blueberry|0|3|0|0|0|2|0
luger|0|1|0|0|0|0|0
hat’s|0|1|0|0|0|0|0
barney’s|0|2|0|2|0|0|0
scottish|0|0|2|1|2|2|0
features|0|0|0|1|0|0|0
damning|0|0|0|1|0|0|0
evidence|0|0|0|1|0|0|1
morton|0|0|1|1|0|0|0
nachos|1|0|0|1|0|0|0
partial|2|0|0|0|0|0|0
2003|1|0|0|0|1|0|1
capture|1|0|0|1|0|0|0
résumé|2|0|0|0|0|1|0
shortbread|0|0|1|0|0|0|0
heritage|0|0|0|0|1|0|0
scotland|0|0|0|0|1|0|0
vikings|0|0|0|0|1|0|0
rediscover|0|0|0|0|0|1|0
roots|0|0|0|0|0|1|0
bagpipes|0|0|1|0|1|0|0
o’|0|1|0|0|0|1|0
rooted|0|0|0|0|0|0|1
confidence|1|0|0|0|0|0|2
lansb|1|0|0|0|0|0|0
angelina|1|0|0|0|0|0|0
jolie|1|0|0|0|0|0|0
comfy|0|0|0|0|0|0|1
landscape|0|0|0|0|0|0|1
cinema|0|0|0|0|0|0|1
explaining|0|0|0|1|1|0|0
adored|0|0|0|0|1|0|1
fence|1|0|0|0|0|0|2
kilt|0|0|0|0|0|1|1
loosening|0|0|0|1|0|0|1
saddle|0|0|0|0|0|0|1
fredrick|0|0|0|0|0|0|1
guadalajara|0|0|0|0|0|0|1
guardia|0|0|0|0|0|0|1
eee|0|0|0|2|0|0|1
romance|0|0|0|1|0|1|0
dean’s|0|0|0|0|0|1|0
con|0|0|0|0|0|1|0
entertain|1|0|0|1|0|1|0
minister|4|1|2|0|2|0|1
ordained|1|0|1|1|0|0|0
clergy|0|0|0|0|1|0|0
daddy’s|0|1|0|0|0|1|0
pitcher|0|1|0|0|0|1|0
tortured|0|1|0|0|0|0|0
blacken|0|1|0|0|0|0|0
forehead|0|1|0|1|0|1|0
ministers|1|0|0|0|0|1|0
chattering|0|0|0|1|1|0|0
hexadrin|0|0|2|1|0|0|0
saran|0|1|0|0|0|1|0
barefoot|0|0|0|0|0|1|0
dizziness|0|0|0|1|0|0|0
nervousness|0|0|0|1|0|0|0
drowsiness|0|0|0|1|0|0|0
facial|1|0|1|1|0|0|0
capsules|0|0|0|2|0|0|0
disoriented|0|0|0|1|0|0|0
loooove|0|1|0|0|0|0|0
pranks|0|1|0|0|0|0|2
givers|1|0|0|0|0|0|0
receivers|1|0|0|0|0|0|0
envy|1|0|0|0|0|0|0
capsule|0|0|0|2|0|0|0
began|1|0|0|0|0|0|0
strawberries|1|0|1|0|1|0|0
consoled|1|0|1|0|0|0|0
pj’s|0|0|1|0|0|0|0
bodes|0|0|0|0|2|0|0
impresses|0|0|0|0|2|0|0
effectively|0|0|0|1|1|0|0
originally|1|0|1|2|1|0|0
intend|0|0|0|0|1|0|1
receiv|1|0|0|0|0|0|0
runner|1|0|0|0|1|0|0
batman|0|0|0|0|9|2|0
robin|0|0|0|1|2|0|0
prompted|0|0|0|0|0|1|0
principal’s|0|0|0|0|0|1|0
catcher’s|0|0|0|0|0|1|0
mitt|0|0|0|0|0|1|0
revenged|0|1|0|0|0|0|0
‘fun|0|0|0|0|0|1|0
aunt’|0|0|0|0|0|1|0
ehhhhhhhhhhh|0|1|0|0|0|0|0
dinner’s|0|0|2|0|0|0|0
hives|0|0|0|1|0|0|0
shortness|0|0|0|1|0|0|0
appetizers|1|0|1|0|0|0|0
narrow|0|0|1|0|1|0|0
kings|0|0|4|1|1|0|0
bands|0|0|1|0|1|0|0
gap|1|0|0|0|1|0|0
underground|0|0|0|0|0|1|0
sewage|0|0|0|0|0|1|2
megan|0|0|2|0|0|0|1
kleinman’s|0|1|1|0|0|0|0
jeffery|0|0|1|0|0|0|0
‘c’|0|0|0|1|0|0|0
‘k’|0|0|0|1|0|0|0
locate|0|0|1|0|0|0|0
blasts|0|0|1|0|0|0|0
crowd|1|0|1|0|0|1|0
feisty|0|0|1|0|0|0|0
bargain|0|1|0|0|0|0|0
shoppers|0|1|0|0|0|0|0
when’d|0|0|0|0|1|0|0
lang|0|0|0|0|0|0|1
94|1|0|0|0|0|0|0
gramercy|0|0|0|0|0|1|0
bistro|0|0|0|0|0|1|0
oily|0|0|0|0|0|1|0
banister|0|0|0|0|1|0|0
verge|1|0|0|0|0|0|0
gonorrhea|0|0|0|0|0|2|0
nominated|3|0|1|1|0|0|0
emmy|0|0|1|0|0|0|0
soapie|3|0|0|0|0|0|1
1998|1|0|0|0|0|0|0
prestigious|0|1|0|0|0|0|0
awards|1|0|1|1|0|0|1
ernst|0|0|0|0|0|1|0
muhlbrat|0|0|0|0|0|1|0
hypothesized|0|0|0|0|0|1|0
emit|0|0|0|0|0|1|0
frighten|0|0|0|0|0|1|0
intimidating|1|0|0|1|0|2|1
conjecture|0|0|0|0|0|1|0
morse|0|0|0|0|0|3|0
turtleneck|0|0|1|0|0|0|1
satisfy|0|0|0|1|0|0|0
fulfill|0|0|0|1|0|0|0
maple|0|1|2|0|1|3|1
grammy|1|1|0|0|0|0|0
soapie’s|1|0|0|0|0|0|0
cremation|0|1|0|0|0|0|0
gracious|0|2|0|0|0|0|0
colleague|0|1|0|0|0|1|0
deserved|0|1|0|0|1|0|0
grammies|1|1|0|0|0|0|0
tingly|0|0|1|0|0|0|0
charisma|0|0|0|0|0|1|0
midterm|0|0|0|0|0|1|0
blushed|0|1|0|0|0|0|0
flaunt|0|0|0|1|0|0|0
mckensize|0|0|0|0|0|0|1
nominees|1|0|0|0|0|0|1
wheeler|0|0|0|0|0|1|1
gavin|0|16|2|0|0|0|12
restless|0|0|0|0|0|0|2
dunkin|0|0|0|0|0|0|1
harrington|0|0|0|0|0|0|1
actresses|1|0|0|0|0|0|0
goff|1|0|0|0|0|0|0
loren|1|0|0|0|0|0|0
mchann|1|0|0|0|0|0|0
accepting|2|0|0|0|0|1|0
verb|1|0|0|0|0|0|0
behalfin’|1|0|0|0|0|0|0
ned’s|0|0|0|0|0|0|1
teachers|0|0|0|0|0|0|2
anxieties|0|0|0|1|0|0|0
communicate|0|0|0|1|0|0|0
jess|0|1|0|0|0|0|0
anxiety|0|0|0|0|3|0|0
dangerously|0|0|0|0|1|0|0
grandkid|0|0|1|0|0|0|0
looove|0|0|0|0|0|2|0
professors|0|0|0|0|0|3|1
winston|0|0|0|0|0|1|0
fredrickson|0|0|0|0|0|1|0
scorcese|2|0|0|0|0|0|0
frontal|1|0|0|0|0|0|1
cassie|0|0|3|1|0|4|0
bridal|0|1|1|0|1|0|0
rainstorm|1|0|0|0|0|0|0
chili|0|0|0|1|0|0|0
lusts|0|0|0|1|0|0|0
domineering|0|0|0|0|1|0|0
shrill|0|0|1|1|1|0|0
voices|0|0|0|1|0|1|1
purvy|0|0|1|0|0|0|0
perverson|0|0|1|0|0|0|0
intently|0|0|0|0|2|0|0
conversationalist|0|0|0|0|1|0|0
marilyn|0|0|1|0|1|0|0
wafer|0|0|1|0|0|0|0
improv|1|0|0|0|0|0|0
tastefully|1|0|0|0|0|0|0
authentically|0|0|0|0|0|0|1
anatomically|0|0|0|0|0|0|1
immigrant|0|0|0|0|0|0|1
barmitsvahed|1|0|0|0|0|0|0
luncheon|0|0|1|0|0|0|0
stone|0|0|1|1|0|0|1
tent|0|0|0|0|0|0|1
reacquainted|0|0|0|0|0|0|1
tickled|0|0|0|0|0|1|0
freckles|0|0|0|0|0|0|1
prototypes|0|0|1|0|0|0|0
toothpicks|1|0|0|0|0|0|0
dries|0|0|1|0|0|0|0
perishable|0|0|1|0|0|0|0
suede|0|0|1|0|0|2|0
toothpick|0|0|1|0|0|0|0
putty|2|0|0|0|0|0|0
logan’s|0|0|0|0|0|1|0
naples|2|0|0|0|0|0|0
family’s|1|0|0|0|0|0|0
scars|1|0|0|0|0|0|0
newport|0|0|0|0|0|0|1
warburton|0|1|0|0|0|0|0
newsletters|0|0|0|0|0|0|1
divisional|0|1|0|0|1|0|0
sportswear|0|1|0|0|0|0|0
planner|0|0|0|1|0|0|2
bartender|0|1|0|1|0|1|0
rearranging|0|0|1|0|0|0|0
tuxedos|0|3|0|0|0|0|0
hookin’|0|0|0|0|1|0|0
tuxes|0|0|0|0|1|2|0
brokaw|0|1|0|0|0|0|0
o’neil|0|1|0|0|0|0|0
pierce|0|1|0|0|1|0|0
brosnan|0|1|0|0|1|0|0
007|0|0|4|0|2|1|0
bond’s|0|0|0|0|3|0|0
england’s|0|0|0|0|1|0|0
heartbreaker|0|0|0|0|1|0|0
majesty’s|0|0|0|0|1|0|0
performing|1|2|0|0|0|0|0
robes|1|0|0|0|0|0|0
lewd|0|1|0|0|0|0|0
sigma|0|2|0|0|0|0|0
luau|0|2|0|0|0|0|0
spritzers|0|0|0|1|0|0|0
batman’s|0|0|0|0|0|2|0
expressly|0|0|0|0|0|1|0
val|0|0|0|0|2|1|0
kilmer|0|0|0|0|2|1|0
unwanted|1|0|0|0|0|0|0
allan|0|0|0|0|0|0|1
theta|0|0|0|0|0|0|1
beta|0|0|0|0|0|0|1
pi|0|0|0|0|0|0|1
syracuse|0|0|0|0|0|0|1
mega|0|0|0|1|0|0|1
tampon|0|0|0|1|0|0|0
ruins|0|0|0|0|0|0|1
sarongs|0|1|0|0|0|0|0
identity|0|0|1|0|0|0|0
gadgets|0|0|1|0|0|0|0
utility|0|0|0|0|1|0|0
batmobile|0|0|0|0|1|0|0
martinis|0|0|0|0|1|0|0
youhoo|0|0|1|0|0|0|0
straw|0|0|1|0|0|0|0
niece’s|1|0|0|0|0|0|0
vamp|1|0|1|0|0|0|0
entertainer|1|0|0|0|0|0|0
minis|1|0|0|0|0|0|0
tainer|1|0|0|0|0|0|0
greater|1|0|0|1|0|0|0
giggling|0|1|0|0|0|0|0
knockin’|0|1|0|0|0|1|1
exploding|0|0|0|1|0|0|0
celebrity|3|0|1|0|0|1|0
vented|0|0|0|0|1|0|0
premiere|3|0|0|0|2|0|1
fruity|0|0|0|0|1|0|0
superpower|0|0|1|0|1|0|0
racial|0|0|1|0|0|0|0
slurs|0|0|1|0|0|0|0
fuss|0|0|0|1|0|0|1
23rd|0|1|0|0|0|0|0
diane|0|1|0|0|0|0|0
keaton|0|1|0|0|0|0|0
vow|0|0|0|0|1|0|0
unmarriageable|0|0|1|0|0|0|0
gonnta|0|0|0|0|0|1|0
coleslaw|0|0|0|0|1|0|0
messees|0|0|0|0|1|0|0
volvo|2|0|0|2|0|1|0
bulbs|0|0|1|0|1|0|0
cruising|0|0|0|0|0|1|0
beehive|0|1|0|0|0|0|0
rsvp|0|0|1|0|0|0|0
washing|0|1|1|0|0|0|0
ignition|0|0|0|0|0|0|4
steering|0|0|0|0|0|0|4
porsche’s|0|0|0|0|0|0|1
racing|0|0|0|0|0|0|1
endurance|0|0|0|0|0|0|1
lemans|0|0|0|0|0|0|2
finishes|0|0|1|0|0|0|1
60s|0|0|0|0|0|0|1
unique|0|0|0|0|0|0|1
buckle|0|0|0|0|0|0|1
switches|0|0|0|0|0|0|2
belts|0|0|0|0|0|1|3
driver’s|0|0|0|0|0|1|1
ought|1|0|0|0|0|0|1
hollywood|0|0|0|0|1|1|0
starlet|0|0|0|0|1|0|0
speedos|0|0|0|0|1|0|0
cheering|0|0|1|0|2|1|0
carmen|0|0|0|0|1|0|0
miranda|0|0|0|0|1|1|0
headdress|0|0|0|0|1|0|0
garibaldi|0|0|1|0|2|0|0
dared|0|0|0|1|0|0|0
briefs|0|0|0|1|0|0|0
flap|0|0|0|1|0|0|0
posture|1|0|0|0|0|0|0
lumberjack|1|0|0|0|0|0|0
lacys|1|0|0|0|0|0|0
masculinity|1|0|0|1|0|0|0
renewed|0|1|0|0|0|0|0
horsing|0|1|0|0|0|1|0
porsching|0|1|0|0|0|0|0
incomparable|0|0|0|0|0|0|1
helena|0|0|0|0|0|0|1
handbasket|0|0|0|0|0|0|1
darlings|0|0|0|0|0|0|1
hanson|0|0|0|0|0|0|1
aquarius|0|0|0|0|0|0|1
gemini|0|1|0|0|0|0|0
taurus|0|1|0|0|0|0|0
virgo|0|1|0|0|0|0|0
sagittarius|0|1|0|0|0|1|0
witty|0|0|0|1|0|0|1
piano|1|0|1|2|1|2|3
irregulars|0|0|0|0|0|0|1
bakersfield|0|0|0|0|0|0|2
ovation|0|0|0|0|0|0|1
tress|0|0|1|0|0|0|0
sparkle|0|0|0|0|0|1|1
misty|0|0|0|0|0|0|1
waxed|0|0|0|0|0|0|1
hallelujah|0|0|0|0|0|0|1
amen|0|0|1|0|0|0|1
briefly|0|1|0|0|0|0|0
sergeant|0|0|0|0|0|1|0
traveling|0|0|0|0|0|0|1
37|0|0|0|0|0|0|1
manhood|1|0|0|0|0|0|0
malinspart|0|0|0|0|0|0|1
128|0|0|0|0|1|0|0
unhappiness|0|0|0|0|0|1|0
what‘cha|0|1|0|0|0|0|0
soldiers|1|0|0|0|0|0|0
nazis|1|1|0|1|0|0|0
crosby|0|0|0|0|0|0|1
oscar|2|0|0|0|0|0|0
platoon|1|0|0|0|0|0|3
toucher|1|0|0|0|0|0|0
tins|0|0|0|0|0|0|1
necklaces|0|0|0|0|1|0|0
include|0|0|0|0|1|0|1
doubly|0|0|0|0|0|1|0
raising|0|1|0|1|0|2|1
shades|0|0|0|0|0|1|0
shakespeare|2|0|0|0|0|0|0
spittin’|1|0|0|0|0|0|0
spitting|1|0|0|0|0|0|0
annunciation|0|0|0|0|0|0|1
enunciate|0|0|0|0|1|0|1
rita|0|0|0|2|0|0|1
moreno|0|0|0|0|0|0|1
paulette|0|0|0|0|0|0|1
wandering|1|1|0|0|0|0|0
stall|0|0|0|1|0|1|0
disguise|0|1|0|1|0|0|0
panicking|0|0|1|0|1|0|0
proceeds|0|0|0|0|1|0|0
afr|0|0|0|0|1|0|0
dusk|0|1|0|0|0|0|0
‘s|0|1|0|0|0|0|0
hellhole|2|0|0|0|0|0|0
arranged|0|0|1|0|1|1|2
owwwwww|1|0|0|0|0|0|0
slowly|1|0|0|0|0|0|3
annnnd|0|0|0|0|0|0|1
slippery|0|0|0|0|1|0|1
anastassakis|0|1|0|0|0|0|0
papasifakis|0|1|0|0|0|0|0
orthodox|0|0|0|0|1|0|1
stephanopolus|0|1|0|0|0|0|0
acidofolus|0|1|0|0|0|0|0
crow|0|0|0|0|0|0|1
kalebasous|0|0|0|0|0|0|1
dearly|2|0|0|0|0|0|1
beloved|2|0|1|0|0|0|1
2002|1|0|1|0|0|0|0
bonds|1|0|0|0|0|0|0
proceed|1|0|0|0|0|0|0
vested|1|0|0|0|0|0|0
soldier|1|1|0|0|0|0|1
tragically|0|0|1|0|0|0|0
bridemaids|0|0|0|1|0|0|2
brolin|0|1|0|5|1|0|0
streisand’s|0|0|0|0|1|0|0
sneaky|0|0|0|1|0|0|0
mona|1|8|2|4|0|20|4
clickclocken|0|0|0|0|0|3|0
molly|2|4|0|0|1|8|1
gilbert|0|0|0|0|0|1|0
pleasing|0|0|0|0|1|0|1
admired|1|0|0|0|0|0|0
misleading|0|0|0|0|0|2|0
juggle|0|0|1|0|0|0|0
farting|0|0|0|0|0|1|0
melinda|0|0|0|0|0|0|1
dialects|1|0|0|0|0|0|0
combat|1|0|0|0|1|0|0
gert|0|0|0|0|0|2|1
clumsy|0|0|0|0|1|0|0
aspects|0|1|0|0|0|0|0
mashuga|1|1|0|0|0|1|0
disposable|0|0|0|0|2|1|0
radisson|0|1|0|0|0|0|0
soaps|0|0|0|0|1|0|0
shampoos|0|0|0|0|1|0|0
murray|0|0|0|0|0|1|0
yugoslavian|0|0|0|0|0|1|0
shaker|0|0|1|0|1|1|0
mcmahon|0|1|0|1|0|0|0
magnetism|0|0|0|2|0|0|0
‘do|0|0|0|1|0|0|0
sunglass|1|0|0|0|0|0|0
troubles|0|0|0|0|2|0|0
today’|0|1|0|0|0|0|0
painless|0|0|0|1|0|0|0
day’s|0|0|0|1|0|0|0
ansel|0|0|0|0|1|0|0
1995|0|0|0|0|0|1|0
buick|0|0|0|1|0|1|0
lesabre|0|0|0|1|0|4|0
towed|0|0|0|0|0|1|0
’95|0|0|0|0|0|1|0
bahama|0|0|0|0|1|0|0
speedo|0|0|1|0|2|0|1
aunts|0|1|0|0|0|0|0
uncles|0|1|1|0|0|0|0
parm|1|0|0|0|0|0|0
garlic|1|0|0|5|0|0|0
orderly|0|0|1|0|0|0|0
25j|0|0|0|0|1|0|1
25k|0|0|0|0|0|0|1
1a|0|0|0|0|1|0|0
indignant|0|0|0|0|0|1|0
consumer|0|0|0|0|0|2|0
namaste|0|0|0|0|0|1|1
noticeable|1|0|1|0|0|0|0
complaint|0|0|0|0|0|1|1
earful|0|0|0|0|0|1|0
evidently|0|0|0|0|0|3|0
screwing|1|1|3|0|0|0|0
el|1|1|0|0|0|0|0
fresco|0|1|0|0|0|0|0
inhale|0|1|0|0|0|0|0
interrupting|0|0|0|0|0|0|2
honeymooning|0|0|0|1|0|0|0
jenny|0|0|3|4|2|0|1
souvenirs|2|0|0|0|0|0|0
wavy|0|0|0|0|1|0|0
signals|0|3|0|0|0|1|1
symbols|0|1|0|0|0|0|0
begged|0|1|0|0|0|0|0
videotape|0|0|0|0|1|1|0
deli|0|0|2|0|0|0|0
number’s|0|0|1|0|0|0|0
numbered|0|0|0|1|0|0|0
delight|0|0|0|1|1|0|0
insightful|0|0|0|0|1|0|0
jenny’s|0|0|1|1|0|0|0
rejects|0|0|0|1|0|0|0
sky’s|1|0|0|0|0|0|0
backpacking|1|1|0|0|0|3|0
hiking|1|0|0|0|0|3|1
foothills|1|0|0|0|0|1|0
mount|1|0|0|0|0|1|0
tibidabo|1|0|0|0|0|0|1
tibidaybo|0|0|0|0|0|1|0
distracted|0|1|0|0|0|1|1
volume|0|0|0|0|1|0|0
riddler|0|0|0|0|1|0|0
‘who|0|0|0|1|0|0|0
watchin’|1|0|0|0|0|1|0
hurtin’|0|1|0|0|0|0|0
liquids|0|1|0|0|0|0|0
framed|0|0|0|0|1|0|0
beggin’|0|1|0|0|0|0|0
irene|0|1|0|0|0|0|0
uhhhhhh|0|0|0|0|0|1|0
undressing|0|1|0|0|0|0|0
853|0|0|1|0|0|0|0
sous|0|0|1|2|0|0|1
calamari|0|0|3|0|0|0|0
caesar|0|0|3|0|0|0|0
pesto|0|0|1|3|0|0|0
café|0|2|0|0|1|0|0
donut’s|0|0|0|0|1|0|0
departments|0|0|0|0|1|0|0
headaches|0|0|0|0|0|0|1
jessica’s|0|1|0|0|0|0|2
synthesize|0|0|0|0|0|0|1
antibodies|0|0|0|0|0|0|1
exhume|0|0|0|0|0|0|1
kash|7|3|0|0|0|0|0
dog’s|0|1|0|0|0|0|0
wally|0|2|0|0|0|1|0
stroking|0|1|0|0|0|0|0
neath|0|0|0|1|0|0|0
peg|0|0|0|1|0|0|0
basis|0|0|0|0|1|1|1
documents|0|1|0|0|0|0|1
shedder|0|0|0|0|1|0|0
dumps|0|0|0|1|0|0|0
eleventh|0|0|0|0|0|0|1
recovering|0|1|0|0|0|0|0
mormon|0|1|0|0|0|0|0
mundane|0|0|0|0|0|1|0
daredevil|0|0|0|0|0|1|0
leaps|0|0|0|0|0|1|0
smokin’|0|0|0|0|0|1|0
chemistry’s|0|0|1|0|0|0|0
curve|0|0|1|0|0|0|0
sputtery|0|1|0|0|0|0|0
hemorrhoids|0|1|0|0|0|0|0
cheered|0|0|0|0|0|1|0
leatherface|2|0|0|0|0|0|0
chainsaw|1|0|0|0|0|0|0
err|6|0|0|2|1|0|1
catwoman|1|0|2|1|0|0|0
maternal|0|1|0|0|0|0|0
equestrian|0|1|0|0|0|0|0
supergirl|0|0|2|0|0|0|0
ballerina|0|1|0|0|0|0|0
earns|0|1|0|0|0|0|0
satellite|0|0|0|0|0|1|0
sputnik|0|0|0|0|0|2|0
spud|0|0|0|0|0|3|0
antennae|0|0|0|0|0|1|1
nik|0|0|0|0|0|1|0
spudnik|0|0|0|0|1|1|1
ursula’s|0|0|0|2|0|0|1
slapped|0|0|0|0|0|0|1
law’s|0|0|0|0|0|0|1
sweatier|0|0|0|0|0|0|1
sweat’s|0|0|0|0|0|0|1
solar|0|0|0|0|0|0|1
politics|0|0|0|2|0|0|0
exclusively|1|0|0|0|0|0|0
temper|2|0|0|0|0|0|0
lelani|0|0|0|0|0|0|1
mayolanofavich|0|0|0|0|0|0|1
maxed|0|0|0|0|1|0|0
impulsive|0|0|0|1|1|0|2
corps|0|0|0|1|0|0|1
uruguay|0|0|0|0|0|0|1
towns|0|0|0|0|0|0|1
flushed|0|0|0|0|1|0|0
theorem|0|0|0|0|0|1|0
downtown|0|1|0|0|0|1|1
mona’s|0|0|0|0|0|2|0
wimp|0|0|0|0|1|0|0
prayer|0|0|0|1|0|0|1
detailed|0|0|0|1|0|0|0
nametag|0|0|0|1|0|0|0
elementary|0|0|0|0|0|0|1
spies|0|0|0|0|0|0|1
pray|0|0|0|0|0|0|2
nagging|0|0|1|0|0|0|0
relinquish|0|0|1|0|1|0|0
distinctly|0|0|0|0|1|0|1
anxious|0|0|1|0|0|0|1
child’s|0|1|0|0|0|0|0
verhoeven|0|0|0|0|0|1|0
zeer|0|0|0|0|0|0|1
vereerd|0|0|0|0|0|0|1
een|0|0|0|0|0|0|1
vriend|0|0|0|0|0|0|1
mijn|0|0|0|0|0|0|1
moeder|0|0|0|0|0|0|1
te|1|0|0|0|0|0|2
ontmoeten|0|0|0|0|0|0|1
ingredient|0|0|2|0|1|0|0
snooping|0|0|0|0|1|0|0
shaky|0|0|0|2|0|0|0
blursula|0|0|0|0|0|0|1
bedankt|0|0|0|0|0|1|0
voor|0|0|0|0|0|1|0
koffie|0|0|0|0|0|1|0
gunter|0|0|0|0|0|1|0
jij|0|0|0|0|0|0|2
spreekt|0|0|0|0|0|0|1
nederlands|0|0|0|0|0|0|1
dat|0|0|0|0|0|0|1
gek|0|0|0|0|0|0|1
heb|0|0|0|0|0|0|1
je|6|0|0|9|0|0|1
familie|0|0|0|0|0|0|1
daar|0|0|0|0|0|0|1
ezel|0|0|0|0|0|5|1
imax|1|0|0|0|0|0|0
tide|1|0|0|0|0|0|0
pools|1|0|0|0|0|0|0
hebt|0|0|0|0|0|0|1
seks|0|0|0|0|0|0|1
ezels|0|0|0|0|0|1|1
disrupt|0|2|0|0|0|0|0
brenda|0|0|1|0|1|0|0
flowered|0|0|1|0|0|0|0
brenda’s|0|0|1|0|0|0|0
jury|0|0|1|0|1|0|0
lacey|0|0|1|0|0|0|0
bloemen|0|0|0|0|0|1|0
fluffs|0|0|0|0|0|0|1
flown|0|0|0|0|1|0|0
lest|0|0|0|0|1|0|0
screens|1|0|0|0|0|0|0
mobile|1|0|0|0|0|0|1
crib|2|3|0|0|1|0|0
monitor|1|0|0|0|0|0|0
walkie|1|0|0|0|0|0|0
talkies|1|1|0|0|0|0|0
ahhhhhhhhhhhh|1|0|0|0|0|0|0
confusion|2|0|0|0|0|0|0
poop|0|2|0|2|0|0|0
signal|0|0|0|1|0|0|0
‘papa|0|0|0|1|0|0|0
preach|0|0|0|1|0|0|0
bachelorette|0|0|2|3|2|1|0
untied|0|1|0|1|0|0|0
pillars|0|0|0|0|1|0|0
openness|0|0|0|0|1|0|0
moroccan|0|0|0|0|0|0|1
’74|0|1|0|2|0|0|3
lafite|0|0|0|1|0|0|1
’75|0|0|0|0|0|0|1
piss|0|0|0|1|0|1|0
tivo|0|1|0|0|0|0|1
slang|0|1|0|1|0|0|0
sum|0|1|0|0|0|2|0
grandchild|0|1|0|0|0|0|2
2nd|0|1|0|0|0|0|0
