character|line
ross|y’know i’ve i’ve never played my stuff for anyone before so it’s important that that you understand it’s about communicating very private emotions
ross|y’know umm you should you should think of umm my work as wordless sound poems
ross|that’s what i’m
chandler|oh my god
chandler|play
monica|boy that was that was umm terrific
chandler|really bitchin’
phoebe|wow it was so wow
ross|really
ross|i mean really
rachel|yeah i mean you should play in public
ross|wow
ross|thanks you guys
ross|that’s uh ohhh i wanna i wanna play you another piece
ross|umm
ross|uh oh
ross|i left my uh helicopter sounds on another disk
ross|i’ll be right back
ross|okay
ross|this is so nice i’m i am so
monica|oh god bless my dad sound proofing the basement
rachel|oh i can’t believe i ever let him touch me with those fingers
phoebe|what are you guys talking about i loved it
phoebe|it was soo moving
phoebe|oh plus it’s just it’s so different from the stuff you usually hear
chandler|you mean like music
chandler|yeah i know what you’re thinkin’
chandler|yes yes your breasts are just as firm and juicy
chandler|come in
chandler|uh yes but uh i just watch it for the articles
chandler|no no he’s not back yet but he’ll be here any minute
chandler|so uh come on in
chandler|have a seat
chandler|bow or stern
chandler|i like it in the stern
chandler|of the boat
chandler|hello
joey|hey it’s me
joey|listen casey and i were on our way back and had a little car trouble
chandler|what happened
joey|we broke down on the parkway so i have to walk back and get some transmission fluid
joey|and hey listen could you please tell kathy that i’ll be there as soon as i can
chandler|why can’t you tell her
joey|‘cause i only have one quarter and i think my time is about to
chandler|joey
chandler|joey
joey|yeah
chandler|i thought your time ran out
joey|me too but i guess i do have a couple of more
chandler|uhh that was joey
chandler|he’s running a little late he says he’s sorry
chandler|so i guess it’s just uh you and me then
chandler|yeah i think it is
chandler|oh i had an appointment to get my haircut
chandler|and then it got canceled
chandler|really
chandler|you do that
chandler|dog grooming huh
chandler|okay just don’t make my tail too poofy
chandler|well thanks
chandler|i grow it myself
chandler|y’know who also has great hair is joey
chandler|what what ‘cha doin’
chandler|‘kay
chandler|oh the phone
chandler|the phone’s making sounds
chandler|hello
joey|hey dude it’s me
chandler|hey it’s joey
joey|listen uh i’m really sorry it looks like i’m gonna be stuck here for a while
joey|i got the transmission fluid but when i went to put it in the car the transmission wasn’t there
chandler|what
joey|yeah it must’ve fallen out a few blocks back
joey|i just figured we hit a dog
chandler|okay
joey|listen uh could you put kathy on i wanna apologize
chandler|oh yeah man
chandler|joey
chandler|yeah
chandler|yes
chandler|yeah
chandler|oh
chandler|no no no no this is bad
chandler|it’s bad
chandler|this is bad
chandler|wait the uh the kiss or the situation
chandler|okay
chandler|ooh
chandler|yes
chandler|okay
chandler|here’s what we do we we forget it happened
chandler|okay we we swallow our feelings
chandler|even if it means we’re unhappy forever
chandler|sound good
chandler|i have to he’s my best friend and you’re seeing him
chandler|oh no no no
chandler|don’t
chandler|don’t
chandler|see see you’re getting me confused i’m starting to urn
chandler|i i think we have too
chandler|bye
chandler|are you still out there
ross|electrifying
ross|emphatic time time time
monica|y'know there’s a starbucks about three blocks down
phoebe|it’s so inspired
phoebe|look at him
phoebe|look at him go
ross|thank you guys guys guys
monica|hey aren’t you up next
phoebe|oh no i’m not playing tonight
rachel|why not
phoebe|i can’t follow ross
phoebe|it’d be like those bicycle ridding chimps that followed the beetles
phoebe|no
monica|phoebe ross sucks
rachel|phoebe the place has emptied because of him
phoebe|oh my god he’s not even appreciated in his own time
phoebe|i would give anything to not be appreciated in my own time
monica|okay
monica|umm phoebe you suck too
rachel|yeah phoebe you’re awful
phoebe|you guys
phoebe|you suck too
joey|aww man
joey|i can’t believe i locked myself out again
chandler|hang on buddy
joey|oh my god
joey|what happened here
joey|did you do all this
chandler|i sure did
joey|why
chandler|well i just thought it’d make me feel good to do something nice for my friend
joey|well you’re amazing
chandler|oh no no no
chandler|this is amazing
joey|a tv as if it appears from nowhere
joey|that’s the dream
joey|man how did you afford this stuff
chandler|well y’know i’m
chandler|i mean who needs a savings account
joey|oh you are the best friends anyone has ever had
chandler|oh i don’t know
joey|oh no no no you are
joey|you do this you give me the great advice and hey listen i was thinking about what you said yesterday about focusing on one woman i’m gonna do that
chandler|you mean with casey
joey|no no no i think i’m gonna see how things go with kathy
joey|she’s pretty cool
chandler|or casey
joey|no no kathy
chandler|could be casey
joey|no
joey|no kathy
chandler|consider casey
joey|y’know what i think
joey|i think somebody’s got a little crush on casey
joey|how ‘bout i fix you two up
joey|what do you think
chandler|that all the pieces of my life are falling right into place
ross|hey
phoebe|hey
phoebe|you were really great
phoebe|you were really really great
ross|oh thanks thanks
ross|so monica tells me that uh you don’t want to play anymore because me and y'know my talent
ross|is that true
phoebe|well kinda
phoebe|yeah
phoebe|yeah
ross|pheebs
phoebe|yeah i i can’t i mean y’know i was trying to be really y'know okay and upbeat about it i just i feel so dwarfed by your musical gift
phoebe|i
ross|see but pheebs that that is the exact opposite intent of my music
ross|y’know my music is is meant to inspire and if it bothers you this much then i i won’t play anymore
phoebe|oh no
phoebe|no no no don’t do that
phoebe|how could i live with myself if i knew i was depriving the world of your music
ross|yeah okay
ross|hey chandler
ross|saw the new furniture
ross|very nice
monica|yeah
monica|joey has the best boyfriend ever
chandler|i kissed kathy
ross|what
monica|are you serious
phoebe|does joey know
chandler|no
chandler|is there anyway anyway you think he’ll understand this
monica|you obviously haven’t screwed over a lot of your friends
monica|which we all appreciate
ross|no the the sad thing is if you had told him how you felt before you kissed her knowing joey he probably just would’ve just stepped aside
chandler|oh don’t say that
chandler|don’t say that
chandler|that’s not true
chandler|is it
phoebe|i think maybe yeah
monica|he loves you
chandler|then why didn’t you tell me to do that
ross|well i said i said something to phoebe
phoebe|yeah
phoebe|no that’s right
phoebe|and i thought it was a really good idea
rachel|i know i remember that
monica|i remember you did
chandler|god
chandler|what am i gonna do
rachel|well chandler you’re gonna have to tell him
chandler|why
chandler|why do i have to tell him
rachel|because you do
chandler|yeah i know
ross|hey would it be okay if i wrote a song about this
chandler|hey
joey|hey
joey|samboucha margarita
chandler|is that a real thing
joey|well we only had samboucha so it is now
chandler|listen ah joe i i need to i need to talk to you about something
joey|what’s up
chandler|it’s it’s about kathy
chandler|umm uh i like her
chandler|i like her a lot actually
joey|you do
chandler|yeah
joey|well you’re timing couldn’t be better
joey|she’s not my girlfriend anymore
chandler|what
joey|yeah she broke up with me
chandler|oh uh when
joey|just now after acting class
joey|at first i thought she was doing some kind of scene that’s why i let people watch
chandler|oh man i am so sorry
chandler|are are you okay
joey|well i’ve been better
joey|but i’m all right
joey|so you like her huh
chandler|yes but i i uh don’t have too
joey|no no no no it’s uh it’s okay
chandler|yeah
joey|yeah
joey|you know why
joey|‘cause you can to me first
chandler|well i thought that would be the best thing to do
joey|but hey listen just so you know you might have you’re work cut out for you
joey|‘cause when i talked to her i kinda got the feeling that she’s into some other guy
joey|so
chandler|see uh that’s that’s actually what i wanted to talk to you about
chandler|i i think i know who the other guy is
joey|who
chandler|it’s me
chandler|i’m the other guy
joey|what
chandler|yeah i mean when you were late last night kathy and i got to talking and one thing to another and
joey|and what
joey|did you sleep with her
chandler|no
chandler|no
chandler|no
chandler|i just kissed her
joey|what
joey|that’s even worse
chandler|how is that worse
joey|i don’t know
joey|but it’s the same
chandler|look i’m sorry
chandler|but there’s nothing i can do i think i’m in love with her
